@T,table
Created,2019-01-10 16:50
Author,HortonMachine library
@H,timestamp,value_8
ID,,8
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2014-05-09 02:00,6497968.246550664
,2014-05-09 03:00,6497791.575847596
,2014-05-09 04:00,6497614.32547906
,2014-05-09 05:00,6497436.5492899865
,2014-05-09 06:00,6497258.298504025
,2014-05-09 07:00,6497079.6214659065
,2014-05-09 08:00,6496900.563457459
,2014-05-09 09:00,6496721.166621551
,2014-05-09 10:00,6496541.470344365
,2014-05-09 11:00,6496361.511583462
,2014-05-09 12:00,6496181.325153962
,2014-05-09 13:00,6496000.94396694
,2014-05-09 14:00,6495820.399251223
,2014-05-09 15:00,6495639.720721811
,2014-05-09 16:00,6495458.9367161095
,2014-05-09 17:00,6495278.07429868
,2014-05-09 18:00,6495097.159249023
,2014-05-09 19:00,6494916.215903848
,2014-05-09 20:00,6494735.267140374
,2014-05-09 21:00,6494554.334413201
,2014-05-09 22:00,6494373.437806308
,2014-05-09 23:00,6494192.596087992
,2014-05-10 00:00,6494011.826764718
,2014-05-10 01:00,6493831.146132916
,2014-05-10 02:00,6493650.569328219
,2014-05-10 03:00,6493470.110372394
,2014-05-10 04:00,6493289.782217696
,2014-05-10 05:00,6493109.596789017
,2014-05-10 06:00,6492929.564964175
,2014-05-10 07:00,6492749.696308643
,2014-05-10 08:00,6492569.999119639
,2014-05-10 09:00,6492390.4805126935
,2014-05-10 10:00,6492211.146550685
,2014-05-10 11:00,6492032.002381682
,2014-05-10 12:00,6491853.052370161
,2014-05-10 13:00,6491674.300223604
,2014-05-10 14:00,6491495.749102667
,2014-05-10 15:00,6491317.401699364
,2014-05-10 16:00,6491139.260293454
,2014-05-10 17:00,6490961.326786533
,2014-05-10 18:00,6490783.602662027
,2014-05-10 19:00,6490606.088848725
,2014-05-10 20:00,6490428.785680428
,2014-05-10 21:00,6490251.692892581
,2014-05-10 22:00,6490074.809629813
,2014-05-10 23:00,6489898.134456128
,2014-05-11 00:00,6489721.665364981
,2014-05-11 01:00,6489545.399788484
,2014-05-11 02:00,6489369.334605172
,2014-05-11 03:00,6489193.466146439
